a,b,c,d,e,text
"4","1468037737","Mon Apr 06 23:23:09 PDT 2009","NO_QUERY","marykir","@sherlockjr but you can't be bitter if you stop watching! "
"4","1468037802","Mon Apr 06 23:23:11 PDT 2009","NO_QUERY","oilman","@TJ_Sopher damn right - the grill is always open down here "
"4","1468037805","Mon Apr 06 23:23:13 PDT 2009","NO_QUERY","llaassaa","@ravensymone hayy! big fan love your music and your show !! "
"4","1468037870","Mon Apr 06 23:23:12 PDT 2009","NO_QUERY","AprilFilms","sitting here watching a lovely young man watch anime on youtube   Sweet  He's so interesting "
"4","1468037952","Mon Apr 06 23:23:14 PDT 2009","NO_QUERY","neenz","@ParkRat It's my view, not yours -- yours is the same "
"4","1468038008","Mon Apr 06 23:23:15 PDT 2009","NO_QUERY","jadoon88","@dj_bubble ur welcome  ...yes I have 'Accounting' Exam today"
"4","1468038035","Mon Apr 06 23:23:15 PDT 2009","NO_QUERY","BostinBloke","@hannahpoulton good morning! you sound very chirpy "
"4","1468038207","Mon Apr 06 23:23:19 PDT 2009","NO_QUERY","kyenne","@anasalido Hey you! I miss you a lot.. I want a catch up on your life sometime  and thanks lol"
"4","1468038252","Mon Apr 06 23:23:20 PDT 2009","NO_QUERY","jlove_","on my way home from a relaxing weekend  to bad it's back to reality :/"
"4","1468038319","Mon Apr 06 23:23:21 PDT 2009","NO_QUERY","MMMinton14","Had a great night..really enjoying life  "
"4","1468038320","Mon Apr 06 23:23:21 PDT 2009","NO_QUERY","WatariGoro","@bella456 Nah! You already gave me that good idea for the strawberry yogurt at Menchie's! "
"4","1468038345","Mon Apr 06 23:23:22 PDT 2009","NO_QUERY","yourmommasboy","@plasticfuzzies who you goin with timmy!! you know my birthday is on the 19th...so maybe go again then! "
"4","1468038360","Mon Apr 06 23:23:22 PDT 2009","NO_QUERY","serendipify","@deon - &quot;source shine2&quot;? hahahaha... istilah yang aneh "
"4","1468038380","Mon Apr 06 23:23:23 PDT 2009","NO_QUERY","kasey__marie","goodnight "
"4","1468038418","Mon Apr 06 23:23:23 PDT 2009","NO_QUERY","zodlogic","@davemcclure haha! yeah that does sound closer to it "
"4","1468038474","Mon Apr 06 23:23:25 PDT 2009","NO_QUERY","nadimhaque","@point_moot You're welcome! scotch_mist was the best thing I ever saw on TV on New Year's Eve. "
"4","1468038485","Mon Apr 06 23:23:27 PDT 2009","NO_QUERY","exatic","@ummahfilms bro update your twitter link at youtube, its twitter.com not tweeter.com "
"4","1468038513","Mon Apr 06 23:23:25 PDT 2009","NO_QUERY","Hannahfrommars","@ellie1971 yes, that�s a good idea!  how late is it at your side of the world?"
"4","1468038561","Mon Apr 06 23:23:26 PDT 2009","NO_QUERY","couurtneyy","@jazz_nash ahaha im sure it is. lol "
"4","1468038603","Mon Apr 06 23:23:27 PDT 2009","NO_QUERY","ariburton","Well Twitter, it has been an exciting date for me..  Victorious. I am going to sleep and see you all tomorrow."
"4","1468038675","Mon Apr 06 23:23:29 PDT 2009","NO_QUERY","lexiphanic","@smange Oh France instead? That'd be fine by me, too!  Oh I see... Agen. Nice spot?"
"4","1468038683","Mon Apr 06 23:23:29 PDT 2009","NO_QUERY","christine426","@danthedaddy I love that you &quot;tweeted&quot; Love You, Forever. "
"4","1468038690","Mon Apr 06 23:23:29 PDT 2009","NO_QUERY","Scyranth","@DanniAsheOnline I wholeheartedly agree with you on that one! "
"4","1468038693","Mon Apr 06 23:23:29 PDT 2009","NO_QUERY","LBOI","@darylsws  Morning  What's up?"
"4","1468038721","Mon Apr 06 23:23:30 PDT 2009","NO_QUERY","jasonlimmk","Life is not fair.. but still good. "
"4","1468038750","Mon Apr 06 23:23:30 PDT 2009","NO_QUERY","markdavidson","Hi, I'm here. I've been on the phone all day long, catching up with calls, making plans, executing strategy. It's been a very good day. "
"4","1468038892","Mon Apr 06 23:23:35 PDT 2009","NO_QUERY","SpiffyKyote","@zoecello Love the &quot;cello cave!&quot; I saw you at Convergence 13 and am glad to find you have a Twitter. Keep on being awesome. "
"4","1468038920","Mon Apr 06 23:23:33 PDT 2009","NO_QUERY","Rullet","@Vanilla_B ok miss kat williams lol ive done it "
"4","1468038972","Mon Apr 06 23:23:34 PDT 2009","NO_QUERY","Melodica1","@MrPeterAndre 7 pounds is an awesome film "
"4","1468038980","Mon Apr 06 23:23:34 PDT 2009","NO_QUERY","mishaburich","@sarakgee  im not sur ehon, im coming with 2 more people, we have like 10 days. How bout ya'll come ot LA? "
"4","1468038989","Mon Apr 06 23:23:35 PDT 2009","NO_QUERY","AshleyOpPp","that damn house wants 3,000 more than we offered...ugh...may not be too out of reach though "
"4","1468039177","Mon Apr 06 23:23:39 PDT 2009","NO_QUERY","hoishin","On leave today.. taking care of the baby. He is going to be 8 months old "
"4","1468039178","Mon Apr 06 23:23:38 PDT 2009","NO_QUERY","FiVe0SiXMusic","@yod9 Thanks tons man! Seems to b working  Now I must try it on my internet PC in the studio. Need to get u 2 work on my recording pc! ha!"
"4","1468039203","Mon Apr 06 23:23:39 PDT 2009","NO_QUERY","AnnaGunterberg","Fitnessdk with Rebecca! Nu k����r vi!! "
"4","1468039262","Mon Apr 06 23:23:40 PDT 2009","NO_QUERY","bkatrixie","@marjorayy so then you should blogspot about it  haha"
"4","1468039437","Mon Apr 06 23:23:44 PDT 2009","NO_QUERY","madeofhoney","im glad you had a good time  i wntd to do something nice for u and we did! what r u up to?"
"4","1468039458","Mon Apr 06 23:23:44 PDT 2009","NO_QUERY","desdealbert0","Good morning twitters! Tuesday... but like Thursday "
"4","1468039474","Mon Apr 06 23:23:45 PDT 2009","NO_QUERY","annabethblue","@SuperTim hehehe thanks!  I saw it in the store and just couldn't leave without it. I love hats. "
"4","1468039584","Mon Apr 06 23:23:46 PDT 2009","NO_QUERY","Cassie_Asako","@Hedder37 lol. Okay  sounds like a plan."
"4","1468039596","Mon Apr 06 23:23:47 PDT 2009","NO_QUERY","mostazzza","@carlos0312 yeah. At first I thought it was strange too. But I'm not complaining  I'm used to it now. I'll look it up."
"4","1468039632","Mon Apr 06 23:23:47 PDT 2009","NO_QUERY","kate_reuvers","@djmafia20 wha'ever. i'll plug it into my phone. and see you on the 25th!! "
"4","1468039640","Mon Apr 06 23:23:47 PDT 2009","NO_QUERY","ciarando","Sitting in Sydney text-skyping my Dad who is in LHR dep lounge on brink of latest holiday adventure. Love the connection. "
"4","1468039667","Mon Apr 06 23:23:48 PDT 2009","NO_QUERY","Jessss_","Off to bed! Night people. "
"4","1468039773","Mon Apr 06 23:23:52 PDT 2009","NO_QUERY","johanjonkers","200+ denyhosts emails in the mailbox this morning, perhaps I should put up a message saying the root user has ! in /etc/shadow ? "
"4","1468039850","Mon Apr 06 23:23:52 PDT 2009","NO_QUERY","patricebkk","this week starts - on tuesday... "
"4","1468039854","Mon Apr 06 23:23:51 PDT 2009","NO_QUERY","alkane22","@JGar4 and @umadamgotlost I'm happy with it! It just wasn't easy in the least! "
"4","1468039858","Mon Apr 06 23:23:52 PDT 2009","NO_QUERY","wheresmymind","jumped off the wharf today. in the coldest wind and rain...really cool "
"4","1468039887","Mon Apr 06 23:23:52 PDT 2009","NO_QUERY","Durrock","Is on butcher's hill for the evening. Going back to the west side in the early morn! Hope some followers find me in the meantime! "
"4","1468039906","Mon Apr 06 23:23:52 PDT 2009","NO_QUERY","silkyaqua","Good night and good day twitters! "
"4","1468039994","Mon Apr 06 23:23:54 PDT 2009","NO_QUERY","asytar","He feels what I have felt right now, can't sleep and need attention from somebody "
"4","1468040032","Mon Apr 06 23:23:55 PDT 2009","NO_QUERY","fieldsbooks","Working papers - what the original order called Flying Rolls &amp; we call &quot;Aerodynamic Biscuits&quot;  - also available. http://bit.ly/BsS7b #wbc2"
"4","1468040115","Mon Apr 06 23:23:56 PDT 2009","NO_QUERY","_Desperado","In a horrible self fulfilling slump. Experts say they dont exist...wanna bet? Nevermind, I'd lose that too. Taking hiatus for a few days "
"4","1468040144","Mon Apr 06 23:23:57 PDT 2009","NO_QUERY","stacymartinez","http://twitpic.com/2y3zs - Kelly Clarkson!! "
"4","1468040163","Mon Apr 06 23:23:57 PDT 2009","NO_QUERY","nikanina","@QueenZita --Oh make it no be true! Sorry Beanie. Hope you feel better. "
"4","1468052724","Mon Apr 06 23:27:52 PDT 2009","NO_QUERY","CouchSurfingOri","Think &quot;Silence of the lambs&quot; - and laugh your ass of   http://twurl.nl/854wcg"
"4","1468052763","Mon Apr 06 23:27:53 PDT 2009","NO_QUERY","frankinsella","Francis is feeling emilie autumnal and appears to have got to stevenage at some sort of supraluminal velocity! "
"4","1468052828","Mon Apr 06 23:27:54 PDT 2009","NO_QUERY","alvarovarko","@angiem93 well I will just keep on posting pics of my boy for everyone to see    http://twitpic.com/2y436"
"4","1468052844","Mon Apr 06 23:27:55 PDT 2009","NO_QUERY","CrisBrown","@BostinBloke im very good thanks, just getting ready for work "
"4","1468052928","Mon Apr 06 23:27:57 PDT 2009","NO_QUERY","epi_longo","http://tr.im/imwb &lt;- ?i m�y bay n�n ng?i ch? n�o ?? l�c r?i th� c? h?i s?ng l� cao nh?t? "
"4","1468052999","Mon Apr 06 23:27:58 PDT 2009","NO_QUERY","iamtheowl","@Hayvock good luck man i hope you get the jop "
"4","1468053029","Mon Apr 06 23:27:58 PDT 2009","NO_QUERY","JoL1hAHN","@lchin jogging while talking about ruby... the new frontier of fitness for the ruby hacker?  seems cool anyway"
"4","1468053033","Mon Apr 06 23:27:59 PDT 2009","NO_QUERY","stefsull","Attempting to leave &amp; cross the Int'l dateline the day before my birthday so I skip it completely this year. I stay at this age again!! "
"4","1468053050","Mon Apr 06 23:27:59 PDT 2009","NO_QUERY","khard","I'm glad jelly beans are in season because I have been craving them "
"4","1468053053","Mon Apr 06 23:27:59 PDT 2009","NO_QUERY","sexxxyback","thank you sexxy flower take your time.. happy sleeps and wet dreams.. luv ya babe!!!! "
"4","1468053070","Mon Apr 06 23:27:59 PDT 2009","NO_QUERY","lisachaves","Excited to watch Gossip Girl later! "
"4","1468053097","Mon Apr 06 23:28:00 PDT 2009","NO_QUERY","magentapurple","@Cath_B  No didn't know he was here. Will do now  Is he real though? Lots of fakes about"
"4","1468053110","Mon Apr 06 23:28:00 PDT 2009","NO_QUERY","iPosTic","I almost want one. http://bit.ly/T8KBb    maybe "
"4","1468053115","Mon Apr 06 23:28:00 PDT 2009","NO_QUERY","MadSweet","@amandadiva Facebook is such a trip! That's funny. Did you accept her friend request? "
"4","1468053145","Mon Apr 06 23:28:01 PDT 2009","NO_QUERY","Ps8612","Wow @sockington, I was unaware how popular u were/are 292,018 followers! "
"4","1468053176","Mon Apr 06 23:28:01 PDT 2009","NO_QUERY","sarahagg","All the weight lost through healthy eating (slimming world) "
"4","1468053241","Mon Apr 06 23:28:04 PDT 2009","NO_QUERY","zoesamantha","Hoping I can get some good sleep tonight... Poor baby, I still feel bad. A nice warm lavender bath made her feel good though  she's tough!"
"4","1468053368","Mon Apr 06 23:28:05 PDT 2009","NO_QUERY","Sperounes","Beyonce was much better than Britney. She can sing, for starters! "
"4","1468053452","Mon Apr 06 23:28:06 PDT 2009","NO_QUERY","spikes11792","@ddlovato and that kinda defeats the point of writing them. and if you like em you can follow me, i try to post at least one a day. "
"4","1468053475","Mon Apr 06 23:28:07 PDT 2009","NO_QUERY","sumlove81","Layin it down...wish my HB were here or vice versa. Only 3 days to go baby!!!   Hope u feel better in the A.M. Night fellow tweeters!"
"4","1468053494","Mon Apr 06 23:28:07 PDT 2009","NO_QUERY","cucupan","@leoncitobonito oh! that's cool. the mug came out well. good job. "
"4","1468053535","Mon Apr 06 23:28:07 PDT 2009","NO_QUERY","helenkcat","@najicaloves yeah, as long as there's still tickets! it's free "
"4","1468053540","Mon Apr 06 23:28:07 PDT 2009","NO_QUERY","ashthedreamer","going to bed soon.  finally! i was talkin with one of my best friends, myla.  i haven't had good girl-talk in a LONG time!  fun-fun."
"4","1468053581","Mon Apr 06 23:28:08 PDT 2009","NO_QUERY","far1983","@fartingpen agreed "
"4","1468053587","Mon Apr 06 23:28:09 PDT 2009","NO_QUERY","hyperory","loves having a lot of work that needs doing, this should keep me occupied for the next 2 days.  http://plurk.com/p/mzyb1"
"4","1468053611","Mon Apr 06 23:28:09 PDT 2009","NO_QUERY","mariejamora","@hellobebe I also send some updates in plurk but i upload photos on twitter!  you didnt see any of my updates on plurk? Zero? "
"4","1468053632","Mon Apr 06 23:28:09 PDT 2009","NO_QUERY","biankis","@ggen lol soooo new update? on my way to read it!~ "
"4","1468053673","Mon Apr 06 23:28:10 PDT 2009","NO_QUERY","carolARC","@bloodandmilk Neat!  Red Cross &amp; Red Crescent-Red Lion with Sun (that one was withdrawn--Unity, I stand with them. "
"4","1468053718","Mon Apr 06 23:28:11 PDT 2009","NO_QUERY","emmabedlington","@ryanjschmidt  happy to 'give the GEARS' to one @ryanjschmidt  "
"4","1468053736","Mon Apr 06 23:28:12 PDT 2009","NO_QUERY","HanaeDesigns","@maxandcats hahaha, I'm sure most of it was planned like a whole dance company but there were some who did join in that looked unplanned. "
"4","1468053762","Mon Apr 06 23:28:12 PDT 2009","NO_QUERY","zvitafelgna","Gooooooood morning to ya all! "
"4","1468053776","Mon Apr 06 23:28:12 PDT 2009","NO_QUERY","jerichoK","@Rachel_New A teeny bit? You dating a leprechaun? "
"4","1468053778","Mon Apr 06 23:28:12 PDT 2009","NO_QUERY","karifur","may have just pulled off the greatest save in the history of tetris. Three cheers for insomnia "
"4","1468053789","Mon Apr 06 23:28:12 PDT 2009","NO_QUERY","xGabii","@mrskutcher Hello  How's the family goin?  hope good ;)"
"4","1468053793","Mon Apr 06 23:28:12 PDT 2009","NO_QUERY","bdonahoe08","is ridiculously hot in his apartment..but can't wait for this weekend "
"4","1468053846","Mon Apr 06 23:28:13 PDT 2009","NO_QUERY","RebeccaLange","@michaelgrainger *huggs* back...but I think you are the most hugged man on twitter! "
"4","1468053960","Mon Apr 06 23:28:15 PDT 2009","NO_QUERY","Bwitchedpage","Almost Wednesday...NIte all. "
"4","1468054044","Mon Apr 06 23:28:16 PDT 2009","NO_QUERY","brandonXmichael","Well, tomorow should be fun. I don't know why! But I'm tired. Goodnight kids "
"4","1468054107","Mon Apr 06 23:28:17 PDT 2009","NO_QUERY","ACR3309",":busy busy night -- folding laundry, packing, writing a paper...be back in Portland in 48 hours "
"4","1468054193","Mon Apr 06 23:28:19 PDT 2009","NO_QUERY","mrsteel","@UnitZeroOne Happy birthday ! let the sun shine through your life   and you know Singapore is very sunny place ;"
"4","1468054221","Mon Apr 06 23:28:19 PDT 2009","NO_QUERY","rainytina","Good morning my little lovely fairy  My lovely fairy who is flying above goddess of love! Hey goddess watch out!"
"4","1468054263","Mon Apr 06 23:28:20 PDT 2009","NO_QUERY","gautamghosh","@JoyAndLife am doing well... just been hectic and busy with work and family "
"4","1468054321","Mon Apr 06 23:28:21 PDT 2009","NO_QUERY","_ashhhley_","wants someone to listen to love songs, and think of me "
"4","1468054352","Mon Apr 06 23:28:22 PDT 2009","NO_QUERY","gaysdotcom","@inlookout Did you try looking in your junk mail? Pls DM me your email so I can check it out for you "
"4","1468054354","Mon Apr 06 23:28:22 PDT 2009","NO_QUERY","PeachyPictures","@prgh Well she's going into hospital this morning. (jumps up and down with excitement) "
"4","1468054375","Mon Apr 06 23:28:22 PDT 2009","NO_QUERY","twelvethirty","@Stacey9705 ahh hi stacey! "
"4","1468054486","Mon Apr 06 23:28:24 PDT 2009","NO_QUERY","reg1na","@lizpdx Lol..no prob! We cant rant about it tomorrow. "
"4","1468054531","Mon Apr 06 23:28:25 PDT 2009","NO_QUERY","planetandrea","@markvanbaale the one that has my heart "
"4","1468054580","Mon Apr 06 23:28:26 PDT 2009","NO_QUERY","Mad_as_a_fish","What a beautiful morning ! Shame im not home sleeping through it "
"4","1468054583","Mon Apr 06 23:28:26 PDT 2009","NO_QUERY","theunwantedpath","@hansonmusic I can't wait for the new record "
"4","1468054601","Mon Apr 06 23:28:27 PDT 2009","NO_QUERY","jennyjameyson","i was so happy today was nice out!!  im so happy spring has shown up..for now anyways "
"4","1468054629","Mon Apr 06 23:28:27 PDT 2009","NO_QUERY","shwetagurjar","is trying to get done with her research and go away for the weekend... "
"4","1468054643","Mon Apr 06 23:28:28 PDT 2009","NO_QUERY","MajesticFlame","@squishymatter good night and wonderful dreams and thanks for checking up on me "
"4","1468054719","Mon Apr 06 23:28:29 PDT 2009","NO_QUERY","ashlipollard","Talking to alicia about twitter "
"4","1468054725","Mon Apr 06 23:28:30 PDT 2009","NO_QUERY","fcandle","@aussiecynic is it? why? well then indonesian school could be a great place for me at this point "
"4","1468054728","Mon Apr 06 23:28:30 PDT 2009","NO_QUERY","Sally_E","@JayJayLive haha...funny funny. my job..hmm..has its ups and downs..but overall I do enjoy it  I am an events &amp; campaigns co-ordinator "
"4","1468054875","Mon Apr 06 23:28:32 PDT 2009","NO_QUERY","MJSpice","CONGRATULATIONS TAKAMASU ISHIHARA AKA MIYAVI! "
"4","1468054890","Mon Apr 06 23:28:32 PDT 2009","NO_QUERY","jesdenm","@whiteguysdancin E. Only when my pain subsides enough for me to hurt myself and do it "
"4","1468054984","Mon Apr 06 23:28:34 PDT 2009","NO_QUERY","ilsevs","First day of three month secondment to a client today. Bonus points: their offices are about 10 minutes walk from my house "
"4","1468055041","Mon Apr 06 23:28:37 PDT 2009","NO_QUERY","Ajay_Das","going to bed little early today.... whole half hour early... lol "
"4","1468055076","Mon Apr 06 23:28:36 PDT 2009","NO_QUERY","just3ws","@asurana you're welcome, I haven't used aptana in &gt;6 months, let me know if you like it. "
"4","1468055122","Mon Apr 06 23:28:36 PDT 2009","NO_QUERY","markdavidson","I like making friends with people who are building very cools things. One such person is @nathanchase who built http://flickchart.com "
"4","1468055127","Mon Apr 06 23:28:37 PDT 2009","NO_QUERY","wahlbergluvr","@donniewahlberg thinkn of how proud i am 2 share this ride with u &quot;thank u&quot;just doesnt say enough ill b 4ever grateful. "
"4","1468055210","Mon Apr 06 23:28:38 PDT 2009","NO_QUERY","webhostingone","@rachelramsay most quality hosts that offer reseller accounts can do that for you "
"4","1468055251","Mon Apr 06 23:28:39 PDT 2009","NO_QUERY","haiwen","@DylzWexford: motorbikes are so much more fun than electric bikes.  we rode around the city on one yesterday, new summer activity i think."
"4","1468055253","Mon Apr 06 23:28:39 PDT 2009","NO_QUERY","MichaelMcA","in Aries with peter and luke "
"4","1468055277","Mon Apr 06 23:28:39 PDT 2009","NO_QUERY","JazztacularJay","http://tinyurl.com/dcupoy if this commercial doesn't make you horny, i don't know what can! "
"4","1468055347","Mon Apr 06 23:28:40 PDT 2009","NO_QUERY","ghoul13","Up early for a change! (beats getting up in the afternoon) "
"4","1468055413","Mon Apr 06 23:28:42 PDT 2009","NO_QUERY","Clethena","@mikeyway http://twitpic.com/2xzoe - Cool  Well done Frankie."
"4","1468055416","Mon Apr 06 23:28:42 PDT 2009","NO_QUERY","DNACowboy","@daNanner Night, darlin'!  Sweet dreams to you "
"4","1468055513","Mon Apr 06 23:28:44 PDT 2009","NO_QUERY","BadLuckCat","Did Halls of Stone yesterday ith a PuG with my lvl80 Blood DK. Was fun and eveything whent fine.  was great time!"
"4","1468055556","Mon Apr 06 23:28:45 PDT 2009","NO_QUERY","ilabean","Getting a nice break, excited about classes and this INCREDIBLE weather, but especially about this weekend  home! &lt;3"
"4","1468055646","Mon Apr 06 23:28:46 PDT 2009","NO_QUERY","SDoT84","@sdotkdotc Maybe..just so I don't Chris Brown her ass.  j/k..or am I..?"
"4","1468055655","Mon Apr 06 23:28:46 PDT 2009","NO_QUERY","carolARC","@bloodandmilk Neat!  Red Cross &amp; Red Crescent-Red Lion with Sun (that one was withdrawn)--Unity, I stand with them. "
"4","1468055663","Mon Apr 06 23:28:47 PDT 2009","NO_QUERY","thebigklosowski","@erinmaher Ummm... I think me and @ashumittal have used it so far.  Dunno.  I just made it up 15 mins ago.  Thought it'd be fun.  "
"4","1468055711","Mon Apr 06 23:28:47 PDT 2009","NO_QUERY","SanctaCecilia","@jaredleto not that I don�t love working but....I deserve some vacation "
"4","1468055770","Mon Apr 06 23:28:49 PDT 2009","NO_QUERY","mattley23","is very excited, SkyHD is coming today "
"4","1468055785","Mon Apr 06 23:28:49 PDT 2009","NO_QUERY","artemis74","Good morning everybody! "
"4","1468055807","Mon Apr 06 23:28:49 PDT 2009","NO_QUERY","Patfromthezoo","@galaxyzoo Thanks!!!! "
"4","1468055828","Mon Apr 06 23:28:50 PDT 2009","NO_QUERY","bakespace","@foodphilosophy I know what you mean. You can look at bounce backs then send email to yahoo &amp; so on... They will clear your URL. "
"4","1468055831","Mon Apr 06 23:28:49 PDT 2009","NO_QUERY","Peppery","@polaroidskyline they're right, you really should be famous. haha. "
"4","1468055847","Mon Apr 06 23:28:50 PDT 2009","NO_QUERY","sashafiero","got a great background from @professorhazard now!  "
"4","1468055850","Mon Apr 06 23:28:50 PDT 2009","NO_QUERY","amypaigesexy","Night all, back for more tomorrow "
"4","1468055861","Mon Apr 06 23:28:50 PDT 2009","NO_QUERY","ruthiev86","5 games in a row this week. 1 down, 4 to go.  Can't wait!"
"4","1468055931","Mon Apr 06 23:28:54 PDT 2009","NO_QUERY","mskimmylou","Waiting for Chris to make my dream come true &amp; give away DAY 26 tickets "
"4","1468055936","Mon Apr 06 23:28:52 PDT 2009","NO_QUERY","omg_lindsay","going to san jose tomorrow to see one of my old cold stoners before the sharks game. it's gonna be a good day "
"4","1468055947","Mon Apr 06 23:28:52 PDT 2009","NO_QUERY","kripto","Most awesome.. Built a fileserver/NAS/firefly server serving up my music to iTunes. "
"4","1468055964","Mon Apr 06 23:28:52 PDT 2009","NO_QUERY","BMUSE","@beanXcore i do have one "
"4","1468056000","Mon Apr 06 23:28:53 PDT 2009","NO_QUERY","sangerette","@MajorGutterball and goodnight also! "
"4","1468056149","Mon Apr 06 23:28:56 PDT 2009","NO_QUERY","drdlovespcs","I'm loving my iPod touch "
"4","1468056258","Mon Apr 06 23:28:57 PDT 2009","NO_QUERY","NayNaySUPERMAN","oh, it is early. well, im about to take a bubble bath, with lots of bubbles. "
"4","1468056280","Mon Apr 06 23:28:57 PDT 2009","NO_QUERY","Meils84","Looking forward to having dinner cooked for me again tonight! What a wonderful man I have.   Could use a nap before dinner though!"
"4","1468056288","Mon Apr 06 23:28:58 PDT 2009","NO_QUERY","JaylaStarr","@MrChInBsC changed the channel... "
"4","1468056364","Mon Apr 06 23:28:59 PDT 2009","NO_QUERY","NarhirDesign","@littleunred runy baby run "
"4","1468056523","Mon Apr 06 23:29:02 PDT 2009","NO_QUERY","DanniAsheOnline","@Scyranth "
"4","1468056541","Mon Apr 06 23:29:02 PDT 2009","NO_QUERY","michellebandril","Trying so hard but Can't sleeeep...chattin with my girl britney.     surround urself with real positive people."
"4","1468068109","Mon Apr 06 23:32:29 PDT 2009","NO_QUERY","classtastic","@MJDancer38 really.like i would buy that sweater from him. i couldnt tell if it was silk or a really nice polyester blend..lovesit chrisB "
"4","1468068120","Mon Apr 06 23:32:30 PDT 2009","NO_QUERY","codewolf","now the jOSui GD Env will have Search "
"4","1468068168","Mon Apr 06 23:32:30 PDT 2009","NO_QUERY","aswinanand","Welcoming two soooper dudes @Sayanosauras and @vinu_ms to twitter "
"4","1468068190","Mon Apr 06 23:32:31 PDT 2009","NO_QUERY","Tee_Rock","After a weekend that'll never forget...its back to grindin "
"4","1468068210","Mon Apr 06 23:32:31 PDT 2009","NO_QUERY","jamesmb","...and relax! I'm on the train!!  you don't get drama like that on the BBC! "
"4","1468068239","Mon Apr 06 23:32:32 PDT 2009","NO_QUERY","alibio","just finished painting the tree for my mural.  I can't wait until its done."
"4","1468068283","Mon Apr 06 23:32:34 PDT 2009","NO_QUERY","lovelyleena","@MrSocial sounds gooddd "
"4","1468068315","Mon Apr 06 23:32:33 PDT 2009","NO_QUERY","jenleereeves","@markjarvis oh goody. i just have to find a copy! "
"4","1468068396","Mon Apr 06 23:32:34 PDT 2009","NO_QUERY","Rellacafa","@EmVicW really? i interpret it as 'yes i can do that &amp; not bother u further' (hav said to bosses in the past) "
"4","1468068398","Mon Apr 06 23:32:35 PDT 2009","NO_QUERY","staceyxvx","Ugh @TreyDerbes now I have that song in my head! @spoonbender, trey offered us &quot;all access&quot; to his next dance party, sounds kinda sleazy? "
"4","1468068400","Mon Apr 06 23:32:35 PDT 2009","NO_QUERY","Jigglian","so sleeepyy.. finally the load of laundry i had to get done is DONE  good night everyone"
"4","1468068514","Mon Apr 06 23:32:37 PDT 2009","NO_QUERY","Spitphyre","@jhayu Here's one more. I have Maggi Noodles "
"4","1468068524","Mon Apr 06 23:32:37 PDT 2009","NO_QUERY","tsarnick","@OfficialPRofOZ you deserve it  you work very hard for Oz!!"
"4","1468068628","Mon Apr 06 23:32:41 PDT 2009","NO_QUERY","victorcajiao","@macosken  Am I going to have to tell you to go home and get your shine box "
"4","1468068639","Mon Apr 06 23:32:39 PDT 2009","NO_QUERY","FizzyDuck","@pinkcat Bonjour le chat "
"4","1468068653","Mon Apr 06 23:32:40 PDT 2009","NO_QUERY","Diana_1957","@hansonmusic http://twitpic.com/2y0cg - Nice dishes Taylor and the table is set so nice, very formal. Looks like you had a great meal "
"4","1468068667","Mon Apr 06 23:32:40 PDT 2009","NO_QUERY","JohnWeston","Up bright and breezy this morning and looking forward to a life sorting run at lunchtime "
"4","1468068685","Mon Apr 06 23:32:41 PDT 2009","NO_QUERY","Barista_Alex","Finally! I just created my WordPress Blog. There's already a blog up on the Seattle Coffee Community  ... http://tinyurl.com/c5uufd"
"4","1468068748","Mon Apr 06 23:32:42 PDT 2009","NO_QUERY","djbabyyu","@janicerose i know u are  best one too"
"4","1468068826","Mon Apr 06 23:32:43 PDT 2009","NO_QUERY","kalilahtwitts","Finally getting to see the hills. "
"4","1468068920","Mon Apr 06 23:32:45 PDT 2009","NO_QUERY","TerranRevirell","@greggrunberg Acting! You did it wonderfully! Great ep!  &quot;Monster&quot; will be a fate worse than death for Danko, hopefully."
"4","1468068935","Mon Apr 06 23:32:46 PDT 2009","NO_QUERY","_Kimberlina_","Fast &amp; the Furious! It's awesome... Vin diesel? F-ing hot! Same goes for Paul...yum "
"4","1468068977","Mon Apr 06 23:32:47 PDT 2009","NO_QUERY","Halucynating","would love to stress that her last status was directed towards her wonderful parents, not her amazing Twitter contacts! "
"4","1468069011","Mon Apr 06 23:32:47 PDT 2009","NO_QUERY","jadoon88","@KennethReitz yes its really awsome! "
"4","1468069038","Mon Apr 06 23:32:48 PDT 2009","NO_QUERY","yummywater","is it wrong to always have oatmeal in your bag? "
"4","1468069085","Mon Apr 06 23:32:49 PDT 2009","NO_QUERY","Absolute410","@Strawburry17 you. can. do it!!! "
"4","1468069182","Mon Apr 06 23:32:51 PDT 2009","NO_QUERY","aykutaykut","turkish style = ek sure  re: http://ff.im/1XWae"
"4","1468069186","Mon Apr 06 23:32:51 PDT 2009","NO_QUERY","hubmum","Ta all for bombarding me with links to the HO story, 'tis old news &amp; I was in Chessington w kids  Onwards"
"4","1468069228","Mon Apr 06 23:32:52 PDT 2009","NO_QUERY","Anesia","it is.....the new charlie the unicorn   http://www.newgrounds.com/portal/view/490280"
"4","1468069238","Mon Apr 06 23:32:52 PDT 2009","NO_QUERY","danielcalderonL","@aniita_0517 Ani!! You finally discovered twitterworld!! hehe welcome!!!!   Oh this is so good! "
"4","1468069347","Mon Apr 06 23:32:54 PDT 2009","NO_QUERY","_saffron","@zzap I'm hiding  And there's not much point anywaysss"
"4","1468069363","Mon Apr 06 23:32:54 PDT 2009","NO_QUERY","Hetty4Christ","@maikeru76 your np mean no problem??  In the Marriott world I worked iin..should never be a problem-always a pleasure! hahah! mp "
